0	-32.1797	-5.65528	6.87745	-0.494094	-0.563024	0.378024	0.544034
0	-27.7041	-6.00677	5.69235	-0.344029	-0.628251	0.448782	0.534358
0	-28.1488	-8.57016	1.46712	-0.505672	-0.316864	0.513068	0.616972
0	-30.6339	-9.10682	4.39348	-0.460452	-0.519979	0.582233	0.422624
0	-25.9705	-5.29252	2.7301	-0.494844	-0.548077	0.425409	0.523228
0	-27.6124	-9.71171	-0.068189	-0.474182	-0.454753	0.62352	0.423761
0	-27.1385	-5.69179	1.37456	-0.525379	-0.521469	0.408341	0.53414
0	-31.5693	-6.53703	6.39542	-0.472764	-0.383624	0.567133	0.554696
0	-26.8878	-2.93064	5.85491	-0.590251	-0.440542	0.408116	0.539415
0	-25.4315	-7.63145	2.70604	-0.512516	-0.391095	0.470648	0.602381
0	-32.0122	-10.0398	4.53422	-0.498052	-0.293245	0.572994	0.581059
0	-29.6777	-10.6499	1.13893	0.557064	0.503209	-0.494329	-0.438291
0	-27.5032	-2.84939	-1.62332	-0.425005	-0.502883	0.466593	0.590568
0	-27.5075	-7.04611	8.13686	-0.538204	-0.429921	0.441925	0.574635
0	-29.348	-8.39786	0.502178	-0.514066	-0.573085	0.584054	0.257275
0	-30.9397	-6.97998	6.1733	-0.424567	-0.438309	0.505976	0.609604
0	-32.1373	-3.96289	0.031825	-0.456785	-0.538206	0.364409	0.607362
0	-28.7391	-9.37744	6.71502	-0.428918	-0.55834	0.442017	0.555794
0	-31.263	-2.41863	-2.3275	-0.535795	-0.332602	0.609542	0.480373
0	-29.1701	-6.3063	-1.1259	0.654984	0.524022	-0.373879	-0.395742
0	-34.262	-8.35427	-1.49444	0.592379	0.49756	-0.530936	-0.345873
0	-32.354	-8.91664	5.43258	-0.348436	-0.476404	0.661401	0.462796
0	-30.9737	-3.46522	2.93877	-0.461034	-0.41178	0.643431	0.451532
0	-29.8513	-5.71236	2.95441	-0.48566	-0.527907	0.467585	0.516539
0	-33.729	-7.49283	1.06276	0.378925	0.581094	-0.565765	-0.445708
0	-27.0327	-7.33179	0.916512	0.522717	0.52311	-0.50516	-0.4449
0	-30.1741	-7.70668	4.48514	-0.556131	-0.483829	0.428154	0.522792
0	-36.8586	-8.6641	0.315861	0.627705	0.522444	-0.418313	-0.397558
0	-33.7422	-5.03003	2.30076	-0.588041	-0.434859	0.396101	0.555165
0	-32.8649	-11.8494	2.57227	-0.460918	-0.4533	0.578454	0.497458
0	-38.9664	-7.29898	2.25158	0.592242	0.502818	-0.50737	-0.372825
0	-36.5682	-4.66579	4.22336	-0.492081	-0.384522	0.51296	0.588958
0	-32.3611	-9.81593	4.66077	-0.226308	-0.578183	0.574877	0.532922
0	-35.1616	-8.47713	3.52203	-0.554849	-0.352104	0.500782	0.563367
0	-32.2068	-6.03134	3.63127	0.610135	0.436463	-0.458655	-0.476309
0	-37.4225	-2.67773	2.10569	-0.53834	-0.369076	0.597923	0.465253
0	-37.6877	-13.3256	0.170499	0.417131	0.572125	-0.559073	-0.431407
0	-37.5302	-6.72374	1.50569	-0.262349	-0.52486	0.571692	0.573466
0	-35.1946	-7.9189	2.86837	-0.457399	-0.441891	0.381793	0.670636
0	-40.1673	-2.97727	-0.169139	0.618559	0.374498	-0.514477	-0.460922
0	-37.3661	-6.48222	0.161953	-0.490117	-0.435339	0.543725	0.52405
